root	meter	测量
root	magn	大
root	maj	大
root	grand	大
root	mini	小
root	micro	微小
root	long	长
root	brev	短
root	alt	高
root	plen	满
root	flu	流动
root	flux	流动
root	fus	倾倒/熔
root	fund	倾倒/熔
root	found	底部/铸造
root	solv	松开
root	solut	松开
root	lax	松弛
root	greg	群体
root	soci	同伴/社会
root	feder	联盟
root	agri	田地
root	cult	耕种/培养
root	labor	劳动
root	oper	工作
root	erg	工作/能量
root	nav	船
root	naut	水手/船
root	avi	鸟/飞行
root	zoo	动物
root	hipp	马
root	bov	牛
root	ject	扔/投掷
root	merc	贸易
root	nomin	名字
root	onym	名字
root	press	压
root	punct	刺/点
root	rect	正直
root	reg	统治/王
root	rod	咬/侵蚀
root	sacr	神圣
root	scend	攀爬
root	sequ	跟随
root	sert	插入/放置
root	serv	服务/保持
root	sid	坐
root	spher	球
root	stabil	稳定
root	stat	站立
root	sum	拿取
root	tact	接触
root	techn	技术
root	tend	伸展
root	tens	伸展
root	tent	伸展
root	test	测试/见证
root	text	编织
root	tim	害怕
root	tors	扭转
root	tot	全部
root	turb	搅乱
root	umbr	影子
root	ust	燃烧
root	util	使用
root	vag	漫游
root	van	空/前锋
root	vari	变化
root	ver	真实
root	vest	衣服
root	viol	力量
root	vor	吞吃
prefix	anti	反对
prefix	auto	自动/自己
prefix	be	使/加以
prefix	bi	双
prefix	circum	环绕
prefix	co	共同
prefix	col	共同
prefix	com	共同
prefix	con	共同
prefix	cor	共同
prefix	contra	相反
prefix	counter	反对
prefix	de	去除/向下
prefix	dis	分开/否定
prefix	dif	否定
prefix	dys	不良
prefix	ex	向外/前任
prefix	extra	超出
prefix	fore	预先
prefix	hetero	异
prefix	homo	同
prefix	hyper	过度
prefix	hypo	低于
prefix	il	否定
prefix	im	否定/进入
prefix	in	否定/进入
prefix	ir	否定
prefix	inter	之间
prefix	intra	之内
prefix	intro	向内
prefix	macro	巨大
prefix	mal	不良
prefix	micro	微小
prefix	mid	中间
prefix	mini	微小
prefix	mis	错误
prefix	mono	单一
prefix	multi	多
prefix	neo	新
prefix	non	否定
prefix	ob	逆/倒
prefix	omni	全
prefix	out	超过/向外
prefix	over	过度/在上
prefix	pan	全
prefix	para	旁/辅助
prefix	pen	几乎
prefix	per	透过/彻底
prefix	peri	周围
prefix	poly	多
prefix	post	之后
prefix	pre	预先
prefix	pro	向前/支持
prefix	proto	原始
prefix	pseudo	假
prefix	re	再次/返回
prefix	retro	向后
prefix	semi	半
prefix	sub	下面/次级
prefix	suf	下面
prefix	sup	下面
prefix	super	超越/在上
prefix	sur	在上/超过
prefix	syn	共同
prefix	tele	远
prefix	trans	横过/转移
prefix	tri	三
prefix	ultra	超出
prefix	un	否定
prefix	under	在下/不足
prefix	uni	单一
suffix	able	能够…的
suffix	ible	能够…的
suffix	ation	行为/结果
suffix	ition	行为/结果
suffix	tion	行为/结果
suffix	sion	行为/结果
suffix	ion	行为/状态
suffix	ment	行为/结果
suffix	ness	性质/状态
suffix	ity	性质/状态
suffix	ist	从事…的人
suffix	ism	主义/学说
suffix	ology	…学
suffix	ship	身份/关系
suffix	hood	身份/时期
suffix	dom	状态/领域
suffix	ful	充满…的
suffix	less	没有…的
suffix	ous	有…性质的
suffix	ious	有…性质的
suffix	ive	有…性质的
suffix	ative	有…性质的
suffix	itive	有…性质的
suffix	ly	…地/…的
suffix	ward	向…方向
suffix	wise	以…方式
suffix	ure	行为/结果
suffix	age	行为/集合
suffix	ance	状态/性质
suffix	ence	状态/性质
suffix	ancy	状态
suffix	ency	状态
suffix	ary	…的/场所
suffix	ory	…的/场所
suffix	arium	场所
suffix	orium	场所
suffix	or	…的人/物
suffix	er	…的人/物
suffix	ee	受动者
suffix	ese	…语/人
suffix	ian	…的人
suffix	an	属于…的
suffix	ite	…的/居民
suffix	ed	…的/过去式
suffix	al	…的/关于
suffix	ic	…的/…学的
suffix	ine	…的
suffix	oid	像…的
suffix	ish	稍…的
suffix	like	像…的
suffix	most	最…的
suffix	ize	使…化
suffix	ise	使…化
suffix	fy	使…化
suffix	ate	使/做
suffix	ify	使…化
suffix	en	使变得
